species,n_reg,cx,cy,elongacion,max_dist_m,clase_id,clase_lbl,radio_km,radio_m,flag_elongada
Conirostrum cinereum,10,703262.9297092535,9552726.18833757,4.9005376597330335,52115.22628549637,4,<= 100 km,100,100000,TRUE
Conocephalus versicolor,10,765097.2485035773,9577389.94398034,5.21757390750422,47821.69935423864,4,<= 100 km,100,100000,TRUE
Desmodium vargasianum,10,699393.9744253131,9541109.20657182,9.058608913563875,36967.17345581035,4,<= 100 km,100,100000,TRUE
Dione glycera,10,701979.0408594726,9545284.824888255,11.238408394120142,40122.91133490674,4,<= 100 km,100,100000,TRUE
Diplazium lindbergii,10,721985.463477774,9514677.284627797,4.240327673538466,69741.14891446252,4,<= 100 km,100,100000,TRUE
Eriocaulon microcephalum,10,706722.7468419374,9526528.176373608,15.188322885857389,78525.38730392678,4,<= 100 km,100,100000,TRUE
Graffenrieda gracilis,10,729489.2615368178,9565571.730065346,5.926989506561751,23788.675439182316,4,<= 100 km,100,100000,TRUE
Hieracium lagopus,10,708346.4411248369,9532892.377843585,23.462098662689424,26965.431745892656,4,<= 100 km,100,100000,TRUE
Jamesonia hirtus,10,700846.1475409304,9538167.257712806,4.023132822365283,30942.139996287642,4,<= 100 km,100,100000,TRUE
Leptodontium viticulosoides,10,707638.7145389774,9549349.06797146,5.0733902508911655,39523.24577881886,4,<= 100 km,100,100000,TRUE
Lycopodiella matthewsii,10,710298.9640021498,9538573.593705764,5.679306164749241,73181.2989973735,4,<= 100 km,100,100000,TRUE
Mesosphaerum eriocephalum,10,699281.4528643005,9560757.162858605,4.1964798032569055,13736.716528382707,4,<= 100 km,100,100000,TRUE
Monstera deliciosa,10,699749.5341182268,9554452.59341606,4.113732103668753,7808.75408738793,4,<= 100 km,100,100000,TRUE
Ocotea brevipetiolata,10,707589.9863232465,9546576.012319047,4.811859368711013,38709.25715907817,4,<= 100 km,100,100000,TRUE
Orthaea fimbriata,10,702357.9748011549,9538685.714489158,4.008901990844416,39764.77166434991,4,<= 100 km,100,100000,TRUE
Ourisia chamaedrifolia,10,709390.5871007408,9514665.554220337,4.144656709619493,1763.6133302791454,4,<= 100 km,100,100000,TRUE
Phlegmariurus eversus,10,706577.9358952198,9513425.02168078,11.342723372689534,44583.27517944193,4,<= 100 km,100,100000,TRUE
Pilopogon longirostratus,10,709719.8968940489,9552548.004526181,7.188114919775755,63418.200191620344,4,<= 100 km,100,100000,TRUE
Pristimantis muranunka,10,743223.3649313014,9495707.378831124,7.447267391683309,48286.33720506327,4,<= 100 km,100,100000,TRUE
Rhynchospora lechleri,10,706256.6408130272,9532610.785899699,9.3028639800119,28930.26987863694,4,<= 100 km,100,100000,TRUE
Solanum habrochaites,10,700384.304807825,9546718.762874525,7.56230127755697,32187.65839337906,4,<= 100 km,100,100000,TRUE
Sphaenognathus giganteus,10,704139.9272055014,9536863.360264212,5.84921533272261,40174.795506737064,4,<= 100 km,100,100000,TRUE
Valeriana chaerophylloides,10,709875.1942853078,9553913.55639053,9.65018297243676,52263.167154549476,4,<= 100 km,100,100000,TRUE
Bromus pitensis,11,710777.8827600222,9556958.637290036,4.281206929164876,67955.00610321303,4,<= 100 km,100,100000,TRUE
Calceolaria mexicana,11,707570.8069553532,9539389.336354597,4.330641404425333,35276.47880293925,4,<= 100 km,100,100000,TRUE
Catamenia analis,11,704935.3311767089,9543552.443353802,6.66719502304412,60832.933930541614,4,<= 100 km,100,100000,TRUE
Centropogon comosus,11,705006.5487478699,9534542.733805278,5.513471081732873,44931.698338986804,4,<= 100 km,100,100000,TRUE
Cyclospermum leptophyllum,11,701604.5262028254,9547422.421531372,4.1226081856593,86107.65723317717,4,<= 100 km,100,100000,TRUE
Cyrtochilum aureum,11,693391.1018530868,9510171.882598959,4.11049178484603,95682.5674627173,4,<= 100 km,100,100000,TRUE
Foeniculum vulgare,11,700257.5490864452,9540426.399622746,10.670442282975152,90534.30826116941,4,<= 100 km,100,100000,TRUE
Frangula granulosa,11,708180.2351024161,9544624.804354038,4.161484244431339,57943.501404045106,4,<= 100 km,100,100000,TRUE
Fuchsia summa,11,707964.616710938,9523220.783285145,5.257984300452272,21747.716357659378,4,<= 100 km,100,100000,TRUE
Greta andromica,11,706017.1302857138,9555228.023387847,6.15912480760655,42943.15292302926,4,<= 100 km,100,100000,TRUE
Hedyosmum cumbalense,11,704939.8983656912,9544574.877813868,9.420672985363678,51452.88965120989,4,<= 100 km,100,100000,TRUE
Hydrocotyle tambalomaensis,11,705542.3826241462,9523239.964112705,8.18745971031134,25300.91309579591,4,<= 100 km,100,100000,TRUE
Miconia loxensis,11,708709.8123749159,9540974.314019201,6.382976306442862,37644.0449525242,4,<= 100 km,100,100000,TRUE
Monnina subscandens,11,707638.5567607234,9550871.70197505,4.505560453619948,45240.00557308913,4,<= 100 km,100,100000,TRUE
Neda norrisi,11,701717.0986515555,9549393.922648685,5.950678150407484,46390.75518894691,4,<= 100 km,100,100000,TRUE
Paspalum candidum,11,707439.2414005053,9553100.794804128,4.886289974654269,64592.00268113682,4,<= 100 km,100,100000,TRUE
Paspalum prostratum,11,707147.5887482705,9524558.879395435,7.677829020092575,79981.48583222761,4,<= 100 km,100,100000,TRUE
Passiflora exoperculata,11,699764.7327795468,9526849.647921026,11.18762721987147,69177.89185111105,4,<= 100 km,100,100000,TRUE
Passiflora viridescens,11,702529.2868650203,9542776.449468318,6.048345229295841,39818.66798373271,4,<= 100 km,100,100000,TRUE
Piper carpunya,11,714808.8901347311,9526866.617986772,4.462701708266857,80768.7824858283,4,<= 100 km,100,100000,TRUE
Rubus loxensis,11,709560.0372576939,9532401.235208724,6.977367967858441,71289.80627704595,4,<= 100 km,100,100000,TRUE
Solanum juglandifolium,11,712098.8379133487,9560233.305072114,4.412973064695622,6416.660595902013,4,<= 100 km,100,100000,TRUE
Trichomanes pellucens,11,760264.7937109568,9529969.744071303,5.359441917917045,14295.954506270062,4,<= 100 km,100,100000,TRUE
Viburnum pichinchense,11,707058.7006448318,9550106.136138275,6.172823228534157,63497.77869535822,4,<= 100 km,100,100000,TRUE
Amauropelta pusilla,12,706394.3637152907,9520922.794495847,7.035117412459927,38250.331983053184,4,<= 100 km,100,100000,TRUE
Anthurium sagittatum,12,767170.1811205386,9563535.1143002,4.8578131708600845,64963.9578957745,4,<= 100 km,100,100000,TRUE
Brachyotum russatum,12,706908.726414089,9520675.48750185,4.904969109409649,25726.832849667717,4,<= 100 km,100,100000,TRUE
Buddleja americana,12,706648.140393781,9499854.348173078,4.6715998281663635,77299.7368488566,4,<= 100 km,100,100000,TRUE
Byrsonima homeieri,12,714123.9459717135,9556619.824534683,31.179920590867333,51293.045970663574,4,<= 100 km,100,100000,TRUE
Centaurium erythraea,12,705261.3820928807,9552791.749715442,5.829892674901965,57190.24482444955,4,<= 100 km,100,100000,TRUE
Dendrophthora dalstroemii,12,706894.7127617802,9545622.09358557,5.271071055909353,34636.87107442337,4,<= 100 km,100,100000,TRUE
Deprea ecuatoriana,12,707815.5413977122,9530195.246277692,4.337483744457742,28915.439424033837,4,<= 100 km,100,100000,TRUE
Dicksonia sellowiana,12,706448.7200314895,9530730.394921195,4.889344536462556,55140.896884375754,4,<= 100 km,100,100000,TRUE
Jacamerops aureus,12,761841.9505545717,9545014.111694418,7.39118098616454,45850.66219713,4,<= 100 km,100,100000,TRUE
Lachemilla orbiculata,12,702489.8866812594,9539431.99045266,5.19690026851432,35353.278171195845,4,<= 100 km,100,100000,TRUE
Masdevallia macropus,12,705861.2424579774,9514916.254784979,8.264736514211085,33626.05429119051,4,<= 100 km,100,100000,TRUE
Masdevallia rosea,12,706348.8341013987,9526222.647155948,9.104176165537336,35205.654447002096,4,<= 100 km,100,100000,TRUE
Mikania harlingii,12,705968.0951113725,9549198.379580978,9.409077115501086,41397.61163861339,4,<= 100 km,100,100000,TRUE
Munnozia nivea,12,707140.4994276935,9514543.090409715,7.059216341530837,34082.77206884997,4,<= 100 km,100,100000,TRUE
Mycopteris semihirsuta,12,704352.4584475239,9531005.176837418,10.110321904000491,28495.080479112275,4,<= 100 km,100,100000,TRUE
Ocotea bofo,12,725047.8583171802,9488881.719243327,4.130035607824075,43840.672662970195,4,<= 100 km,100,100000,TRUE
Phlegmariurus campianus,12,706623.4323670365,9518985.564494163,10.299368914924653,42406.48856619132,4,<= 100 km,100,100000,TRUE
Phlegmariurus eversa,12,706135.5822048136,9522498.46868025,10.251865623818968,38841.94096214329,4,<= 100 km,100,100000,TRUE
Phlegmariurus loxensis,12,706140.8591837105,9535757.68312032,8.787810507117726,27922.09187508125,4,<= 100 km,100,100000,TRUE
Phlegmariurus sarmentosa,12,706614.379028739,9542899.093722923,4.758536058851291,35164.92438629686,4,<= 100 km,100,100000,TRUE
Psychotria montivaga,12,717826.998241857,9529493.933788378,5.946110109645385,45701.897176445374,4,<= 100 km,100,100000,TRUE
Saracha punctata,12,706469.6731879768,9529020.807862848,6.550020008833033,21162.80294700218,4,<= 100 km,100,100000,TRUE
Sticherus lechleri,12,707694.9566441239,9547538.537428522,4.918614380387499,39737.95272972741,4,<= 100 km,100,100000,TRUE
Symbolanthus calygonus,12,705974.2528843319,9529269.580077587,7.257749132065359,32153.44157730012,4,<= 100 km,100,100000,TRUE
Ternstroemia macrocarpa,12,705203.7525090803,9541608.499480205,14.706336881135433,38308.99085434308,4,<= 100 km,100,100000,TRUE
Zinowiewia madsenii,12,710747.6985397466,9546381.813346889,10.887447171792562,36514.9067285991,4,<= 100 km,100,100000,TRUE
Alloplectus hispidus,13,703792.2823204908,9541141.143881403,8.707235667855564,37950.598513127436,4,<= 100 km,100,100000,TRUE
Anthurium pulchrum,13,705632.063292232,9545799.370889267,4.168653923398332,37959.348200108536,4,<= 100 km,100,100000,TRUE
Begonia buddleiifolia,13,766467.1472932886,9540907.77797677,4.070202533088843,68217.8487005368,4,<= 100 km,100,100000,TRUE
Cyathea heliophila,13,707141.6994280427,9530608.999457305,10.023040853913466,30773.904391104097,4,<= 100 km,100,100000,TRUE
Ficus cuatrecasasiana,13,726723.3457805789,9531837.11689176,4.104950106160527,76881.83722360128,4,<= 100 km,100,100000,TRUE
Fuchsia loxensis,13,705941.5911594365,9538064.008204017,6.974047865177503,66625.24408949888,4,<= 100 km,100,100000,TRUE
Ilex rimbachii,13,708404.6430615683,9535243.488480214,5.282437149646396,32825.301855981525,4,<= 100 km,100,100000,TRUE
Macrocarpaea luna-gentiana,13,707663.3504987308,9527351.172099948,8.565858571412166,31466.858720495627,4,<= 100 km,100,100000,TRUE
Pedaliodes pelinna,13,706425.7133031766,9524878.29507575,5.771119108200101,42978.67091249605,4,<= 100 km,100,100000,TRUE
Peperomia tetraphylla,13,709330.4596306754,9531222.781627212,7.193288668929639,54089.61916958578,4,<= 100 km,100,100000,TRUE
Phlegmariurus campiana,13,706329.574396791,9528003.23723247,9.83116432345027,33432.425022467265,4,<= 100 km,100,100000,TRUE
Rhynchospora vulcani,13,705137.0657930617,9541134.259206142,4.408459417167297,34236.13549045492,4,<= 100 km,100,100000,TRUE
Vachellia macracantha,13,699666.1717457125,9538116.662896736,9.950444596142853,82184.80640386646,4,<= 100 km,100,100000,TRUE
Ceroxylon vogelianum,14,707715.7500682205,9536928.031640155,7.267164943538295,61884.387473773044,4,<= 100 km,100,100000,TRUE
Cissampelos andromorpha,14,777920.3857885832,9575119.718358032,4.020866950657082,71624.1735663096,4,<= 100 km,100,100000,TRUE
Cissampelos grandifolia,14,763962.4097736848,9562538.190022385,5.9269910491290725,58236.63464301806,4,<= 100 km,100,100000,TRUE
Dendrophthora dodsonii,14,700867.144280572,9544622.753974162,6.456413992827203,38846.17270746426,4,<= 100 km,100,100000,TRUE
Graffenrieda penneysii,14,711346.7380434836,9545922.165952343,10.343324594942844,43416.693336371995,4,<= 100 km,100,100000,TRUE
Macrocarpaea angelliae,14,704871.6502207393,9508269.864776796,5.369766061944341,49953.7519940116,4,<= 100 km,100,100000,TRUE
Macrocarpaea ovalis,14,705658.820560693,9544530.06905419,9.453833201100625,60673.56691614453,4,<= 100 km,100,100000,TRUE
Melpomene wolfii,14,708192.3014757378,9544183.675311513,6.2945840184258195,41363.02042084988,4,<= 100 km,100,100000,TRUE
Miconia hirta,14,722943.5504856133,9539149.586681595,4.594828799275718,77180.68665668576,4,<= 100 km,100,100000,TRUE
Nicandra physalodes,14,699233.4338304723,9557184.62454628,4.175315482242775,8345.490416468256,4,<= 100 km,100,100000,TRUE
Oxalis integra,14,705498.7420456889,9530819.997685172,8.43913017649244,37650.90945458967,4,<= 100 km,100,100000,TRUE
Potentilla indica,14,700264.8728331841,9551938.828998098,4.918895647150146,19785.126068123653,4,<= 100 km,100,100000,TRUE
Styrax foveolaria,14,702946.3256449733,9544789.505607251,7.071142102446318,29843.958628674736,4,<= 100 km,100,100000,TRUE
Anthurium dombeyanum,15,707688.4430004472,9518620.086852154,4.545566651437657,69486.06403815399,4,<= 100 km,100,100000,TRUE
Cecropia angustifolia,15,718678.5096419469,9527114.947921423,4.233247980993365,80307.38698196015,4,<= 100 km,100,100000,TRUE
Coix lacryma-jobi,15,755769.3109780948,9575394.194646882,4.0319823394050465,60157.712280009204,4,<= 100 km,100,100000,TRUE
Oreopanax rosei,15,700548.2568945135,9543041.63384547,7.650999070409069,44441.96499772295,4,<= 100 km,100,100000,TRUE
Chusquea uniflora,16,705205.6025337718,9522350.033209493,4.418420193252303,38018.37749563857,4,<= 100 km,100,100000,TRUE
Gaultheria strigosa,16,706531.9814584006,9537841.914182277,6.641021605017857,23857.674649841254,4,<= 100 km,100,100000,TRUE
Gynoxys azuayensis,16,704312.3048582788,9539473.43210116,5.117708228412535,72944.23055664283,4,<= 100 km,100,100000,TRUE
Hieracium sodiroanum,16,705517.5231417457,9553620.607786074,4.673168600569121,27386.09178298891,4,<= 100 km,100,100000,TRUE
Hyloxalus cevallosi,16,761204.7177311829,9534838.995933058,10.50060281074397,43913.858038641665,4,<= 100 km,100,100000,TRUE
Lachemilla pectinata,16,706411.877467519,9535076.048638277,5.258333992876276,59203.58935556184,4,<= 100 km,100,100000,TRUE
Loxsomopsis pearcei,16,708290.1314527207,9555336.078785304,7.020879518512566,56364.50521675155,4,<= 100 km,100,100000,TRUE
Melilotus albus,16,699180.5670231932,9556174.98904577,4.747422253842338,9076.197059016318,4,<= 100 km,100,100000,TRUE
Neonelsonia acuminata,16,704432.9906654168,9539093.158928704,5.205100643375199,36112.35255128875,4,<= 100 km,100,100000,TRUE
Pachyramphus homochrous,16,700594.7671121911,9544148.886369934,4.088346445456695,29371.568421847744,4,<= 100 km,100,100000,TRUE
Peperomia rotundata,16,705006.167424022,9548483.778006623,4.0188771130625485,81342.25823586558,4,<= 100 km,100,100000,TRUE
Pholidobolus hillisi,16,711443.6728777057,9530857.988848127,7.3612853868621935,34259.04008606047,4,<= 100 km,100,100000,TRUE
Pristimantis cajamarcensis,16,701928.7854261976,9545759.683896452,13.68161653912541,62303.01125075894,4,<= 100 km,100,100000,TRUE
Rubus nubigenus,16,705333.1658407212,9519740.33566299,5.366232849910225,55267.03712003741,4,<= 100 km,100,100000,TRUE
Hypericum lancioides,17,707056.5106463016,9542093.561293572,6.206315683234702,74484.18332882556,4,<= 100 km,100,100000,TRUE
Jamesonia rufescens,17,707346.3153649105,9545214.695914809,4.423859699614781,40902.61380626314,4,<= 100 km,100,100000,TRUE
Meriania loxensis,17,708142.4345104711,9521176.55804823,6.2487112582302045,40234.46884877955,4,<= 100 km,100,100000,TRUE
Oreopanax trifidus,17,706233.4095190791,9538380.23270071,9.672343490394294,34814.06489526723,4,<= 100 km,100,100000,TRUE
Deprea toledoana,18,705534.2254503488,9513908.200574622,10.519687584670518,40046.909988399275,4,<= 100 km,100,100000,TRUE
Geranium sibbaldioides,18,708409.474037203,9542333.453322135,6.763685956209231,62507.53908857764,4,<= 100 km,100,100000,TRUE
Jamesonia cheilanthoides,18,706217.0699112439,9553838.486165108,5.812466152952772,52219.66281949758,4,<= 100 km,100,100000,TRUE
Palicourea subtomentosa,18,709199.186686789,9547131.083712785,7.79256874917596,46640.006747655374,4,<= 100 km,100,100000,TRUE
Piper barbatum,18,703605.7818297127,9548352.695163082,4.750675437557027,31311.94745050896,4,<= 100 km,100,100000,TRUE
Pristimantis pramukae,18,789998.5968969526,9610665.514174921,9.2387958864535,2335.576925069386,4,<= 100 km,100,100000,TRUE
Pteroglossus inscriptus,18,760496.845217066,9526938.556638226,12.060487364133015,38064.32253250698,4,<= 100 km,100,100000,TRUE
Ruagea hirsuta,18,704535.58221482,9537954.33018645,5.407537400755731,35229.58225374278,4,<= 100 km,100,100000,TRUE
Callimedusa tomopterna,19,771722.6623310281,9604222.3579202,4.551622847899861,83349.71940704613,4,<= 100 km,100,100000,TRUE
Kohleria affinis,19,705907.6322582706,9537849.972951267,4.080770256923392,35016.46639590194,4,<= 100 km,100,100000,TRUE
Mimosa albida,19,700747.3282590696,9543606.751175297,6.933113498722128,32369.69882637361,4,<= 100 km,100,100000,TRUE
Persea brevipes,19,707010.3656879467,9541445.503875716,6.71009895688271,75132.18544806787,4,<= 100 km,100,100000,TRUE
Solanum macrotonum,19,708328.4705851132,9555528.349334924,5.570637032003097,51428.0781937736,4,<= 100 km,100,100000,TRUE
Crypturellus cinereus,20,761203.6720348154,9555786.941211542,5.936715345581881,56483.27217509147,4,<= 100 km,100,100000,TRUE
Iodopleura isabellae,20,760903.709057464,9526539.086497858,4.8444314438676805,9909.929010850468,4,<= 100 km,100,100000,TRUE
Leonotis nepetifolia,20,699751.9196460801,9551434.655936375,6.1455197465947355,49165.12800620367,4,<= 100 km,100,100000,TRUE
Ocotea rotundata,20,705482.3746316892,9533233.495406538,4.543920230562069,33697.60258254401,4,<= 100 km,100,100000,TRUE
Palicourea apicata,20,708930.4973365341,9525468.706159387,4.446523310882502,56772.617665006,4,<= 100 km,100,100000,TRUE
Cotinga cayana,21,762065.7076422112,9543826.337811753,8.403671256176386,51498.871499768815,4,<= 100 km,100,100000,TRUE
Epidendrum fimbriatum,21,708886.1997794388,9556735.52926589,4.227686133585411,49160.63535608736,4,<= 100 km,100,100000,TRUE
Piculus leucolaemus,21,760671.2348424405,9527530.051721076,9.10968400055758,20424.4192107467,4,<= 100 km,100,100000,TRUE
Geissanthus andinus,22,706692.3610168287,9547567.473188426,6.7460626874289895,69128.27793999127,4,<= 100 km,100,100000,TRUE
Geranium loxense,22,706624.8536440538,9530526.911186688,5.414205471468591,23550.718747476607,4,<= 100 km,100,100000,TRUE
Miconia corymbiformis,22,707609.7078618795,9539109.271557577,4.25405029519651,77364.66039481448,4,<= 100 km,100,100000,TRUE
Miconia lutescens,22,698947.309344308,9544981.67455046,4.824432968839042,33818.62426017078,4,<= 100 km,100,100000,TRUE
Chusquea loxensis,23,706425.5920452373,9530688.990571136,4.203601392015383,29616.58463811557,4,<= 100 km,100,100000,TRUE
Deprea psilophyta,23,705955.2165296583,9512212.122984324,13.687049863038231,51048.07564507466,4,<= 100 km,100,100000,TRUE
Miconia namandensis,23,705552.8456455265,9545447.76547558,4.212317739597847,39421.50703709991,4,<= 100 km,100,100000,TRUE
Geothlypis auricularis,24,710327.3499352682,9478778.908004882,4.407294152170145,78043.76087807081,4,<= 100 km,100,100000,TRUE
Lepechinia mutica,24,700146.7970393279,9546034.785396846,4.301770354892614,39701.07438299057,4,<= 100 km,100,100000,TRUE
Miconia micropetala,24,707563.4907149324,9547578.709273927,4.857759379806038,43381.345879216125,4,<= 100 km,100,100000,TRUE
Passiflora sanguinolenta,24,700516.9932852499,9545972.397459088,7.931840776063323,80930.58681970995,4,<= 100 km,100,100000,TRUE
Rubus laegaardii,24,706752.1145028872,9536981.377691807,5.36694534305539,67247.48566447142,4,<= 100 km,100,100000,TRUE
Symplocos quitensis,24,707089.3690036901,9538092.995453866,7.6099491904557794,42462.3594472332,4,<= 100 km,100,100000,TRUE
Amicia glandulosa,25,700169.2704038821,9545777.567611393,5.611785801047233,34601.16676390741,4,<= 100 km,100,100000,TRUE
Cinchona mutisii,25,707591.6505603645,9531579.489386097,6.76278207570899,35418.3771772012,4,<= 100 km,100,100000,TRUE
Passiflora indecora,25,699900.3177415025,9551521.081572538,7.379066897309498,36197.77738887316,4,<= 100 km,100,100000,TRUE
Brachyotum incrassatum,26,707743.7151540266,9517227.422500543,6.757087133047182,31903.182261674996,4,<= 100 km,100,100000,TRUE
Phyllomedusa vaillantii,26,765810.4631546185,9576590.892391857,6.844440468202809,56264.656923457165,4,<= 100 km,100,100000,TRUE
Palicourea lobbii,27,706487.8130505168,9539570.278081017,7.364418876338108,77063.15782460268,4,<= 100 km,100,100000,TRUE
Melanopareia maranonica,28,709797.012697224,9456897.539293736,6.420726006065986,39816.454225256326,4,<= 100 km,100,100000,TRUE
Geissanthus vanderwerffii,30,705302.1964905183,9545727.487371972,5.101871568775898,71174.65939704211,4,<= 100 km,100,100000,TRUE
Meriania maguirei,30,707009.1752386264,9540198.881634314,4.790916654094546,36952.546935978586,4,<= 100 km,100,100000,TRUE
Rubus roseus,30,704428.317540389,9547780.836757528,4.247390871910835,57270.177769422786,4,<= 100 km,100,100000,TRUE
Cantua quercifolia,31,700782.7272466945,9546057.209949952,6.296120962894755,30811.85295271653,4,<= 100 km,100,100000,TRUE
Holcus lanatus,31,701616.5132135482,9551229.355632853,6.766593102050975,81439.69888857535,4,<= 100 km,100,100000,TRUE
Miconia cladonia,33,708157.5509642499,9547044.688247828,4.065084865684177,69427.46721721697,4,<= 100 km,100,100000,TRUE
Palicourea calycina,33,702955.5800979836,9545276.9432106,6.491651313719289,100072.12621506842,4,<= 100 km,100,100000,TRUE
Pristimantis minimus,33,761995.2088806876,9532272.863252696,5.7961047381734705,46091.67229245051,4,<= 100 km,100,100000,TRUE
Weinmannia rollottii,34,706428.4008278592,9539755.975484539,6.841323450850912,76888.15213971338,4,<= 100 km,100,100000,TRUE
Alnus acuminata,35,703067.4245522814,9546053.37625416,4.514239696791779,58337.999465399196,4,<= 100 km,100,100000,TRUE
Chusquea elata,35,707633.8477405978,9544245.145899318,7.396104408035346,89832.55848470457,4,<= 100 km,100,100000,TRUE
Hedyosmum purpurascens,36,704721.0616139008,9549945.111320686,4.606155414970535,43921.32932606459,4,<= 100 km,100,100000,TRUE
Brachyotum benthamianum,37,701360.500511245,9545443.84282306,5.828933445411851,41440.448609022314,4,<= 100 km,100,100000,TRUE
Agrostis perennans,38,707145.2225914395,9536210.36282579,5.203125337482048,76006.00240705007,4,<= 100 km,100,100000,TRUE
Viburnum triphyllum,38,702254.2276000592,9544775.160224307,7.385358202794225,87251.25789170396,4,<= 100 km,100,100000,TRUE
Megascops koepckeae,39,700238.2508116954,9556660.274357747,4.209266639302673,12392.57257517582,4,<= 100 km,100,100000,TRUE
Meriania furvanthera,41,705573.6309002548,9538961.089242838,4.674596541789653,35716.81949880132,4,<= 100 km,100,100000,TRUE
Atlapetes leucopterus,42,705438.241630018,9494663.245044658,4.942938290489775,62902.66292685221,4,<= 100 km,100,100000,TRUE
Pyrocephalus rubinus,42,703871.9689652353,9513455.178761773,4.527522358845619,90495.60127900148,4,<= 100 km,100,100000,TRUE
Oxydia NA,47,714909.3399904284,9551987.534355555,4.206338925458514,88887.28220598906,4,<= 100 km,100,100000,TRUE
Pristimantis lymani,51,702942.7585598937,9527754.982088469,5.368894875614265,74922.34782421128,4,<= 100 km,100,100000,TRUE
Oritrophium peruvianum,52,705862.3024496482,9547572.017907348,4.770904015801953,72187.21140095334,4,<= 100 km,100,100000,TRUE
Muehlenbeckia tamnifolia,55,705948.2504090245,9544315.120025234,5.589650842742443,73723.38330380496,4,<= 100 km,100,100000,TRUE
Synallaxis maranonica,55,710046.5927532122,9461320.249597512,4.600458703616795,60233.622194883974,4,<= 100 km,100,100000,TRUE
Streptosolen jamesonii,67,701265.761465406,9551922.774395496,5.048001924923187,66776.11777610016,4,<= 100 km,100,100000,TRUE
Trifolium repens,80,701212.4834304553,9551027.390454775,4.754906596117271,55192.4225867657,4,<= 100 km,100,100000,TRUE
Dipsas catesbyi,87,770810.6648687626,9610672.273295067,5.459933458299666,83744.12676945102,4,<= 100 km,100,100000,TRUE
